"RecKey","PointLoc","PointNbr","TopCanopy","Lower1","Lower2","Lower3","Lower4","SoilSurface","HeightTop","ChkboxTop","ChkboxLower1","ChkboxLower2","ChkboxLower3","ChkboxLower4","ChkboxSoil","HeightLower1","HeightLower2","HeightLower3","HeightLower4","HeightSurface","HeightWoody","HeightHerbaceous","ShrubShape","SpeciesWoody","SpeciesHerbaceous"
"1506221421522699",19.00,38,"None","","","","","S","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506221421522699",19.50,39,"None","","","","","GR","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506221421522699",20.00,40,"None","","","","","GR","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506221421522699",20.50,41,"None","","","","","S","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506221421522699",21.00,42,"None","L","","","","S","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506221421522699",21.50,43,"POSE","","","","","POSE","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506221421522699",22.00,44,"CAFI","","","","","S","",1,0,0,0,0,0,"","","","","","","",,"",""
"1506221421522699",22.50,45,"CAFI","L","","","","S","",0,0,0,0,0,0,"","","","","","0","13",,"","PSSP6"
"1506221421522699",23.00,46,"None","","","","","S","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506221421522699",23.50,47,"CAFI","","","","","GR","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506221421522699",24.00,48,"POSE","CAFI","","","","GR","",1,0,0,0,0,0,"","","","","","","",,"",""
"1506221421522699",24.50,49,"POSE","SH01","ARHO4","L","","S","",1,0,0,0,0,0,"","","","","","","",,"",""
"1506221421522699",25.00,50,"CAFI","","","","","S","",0,0,0,0,0,0,"","","","","","28","44","S","SH01","PSSP6"
"1506221458519471",0.50,1,"None","","","","","GR","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506221458519471",1.00,2,"SH01","L","","","","S","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506221458519471",1.50,3,"SH01","PSSP6","L","","","S","",1,0,0,0,0,0,"","","","","","","",,"",""
"1506221458519471",2.00,4,"None","","","","","S","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506221458519471",2.50,5,"CAFI","","","","","S","",1,0,0,0,0,0,"","","","","","0","35",,"","PSSP6"
"1506221458519471",3.00,6,"None","","","","","GR","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506221458519471",3.50,7,"None","","","","","S","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506221458519471",4.00,8,"None","L","","","","S","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506221458519471",4.50,9,"CAFI","PSSP6","","","","GR","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506221458519471",5.00,10,"CAFI","L","","","","S","",0,0,0,0,0,0,"","","","","","0","42",,"","PSSP6"
"1506221458519471",5.50,11,"PSSP6","","","","","GR","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506221458519471",6.00,12,"None","","","","","S","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506221458519471",6.50,13,"POSE","","","","","GR","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506221458519471",7.00,14,"None","","","","","GR","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506221458519471",7.50,15,"None","","","","","GR","",0,0,0,0,0,0,"","","","","","0","27",,"","HECO26"
"1506221458519471",8.00,16,"None","","","","","S","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506221458519471",8.50,17,"None","","","","","GR","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506221458519471",9.00,18,"CAFI","L","","","","S","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506221458519471",9.50,19,"None","","","","","GR","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506221458519471",10.00,20,"None","","","","","GR","",0,0,0,0,0,0,"","","","","","0","32",,"","PSSP6"
"1506221458519471",10.50,21,"HECO26","","","","","GR","",1,0,0,0,0,0,"","","","","","","",,"",""
"1506221458519471",11.00,22,"CAFI","VL","L","","","S","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506221458519471",11.50,23,"CAFI","VL","","","","S","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506221458519471",12.00,24,"CAFI","","","","","GR","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506221458519471",12.50,25,"POSE","","","","","GR","",1,0,0,0,0,0,"","","","","","11","48","S","SH01","PSSP6"
"1506221458519471",13.00,26,"SH01","","","","","SH01","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506221458519471",13.50,27,"PSSP6","CAFI","VL","","","GR","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506221458519471",14.00,28,"None","","","","","GR","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506221458519471",14.50,29,"CAFI","VL","","","","S","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506221458519471",15.00,30,"CAFI","","","","","GR","",0,0,0,0,0,0,"","","","","","16","26","S","SH01","PSSP6"
"1506221458519471",15.50,31,"CAFI","","","","","GR","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506221458519471",16.00,32,"CAFI","SH01","VL","L","","S","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506221458519471",16.50,33,"CAFI","","","","","GR","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506221458519471",17.00,34,"SH01","CAFI","L","","","S","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506221458519471",17.50,35,"CAFI","","","","","GR","",1,0,0,0,0,0,"","","","","","0","33",,"","PSSP6"
"1506221458519471",18.00,36,"PSSP6","L","","","","GR","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506221458519471",18.50,37,"CAFI","","","","","S","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506221458519471",19.00,38,"CAFI","L","","","","S","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506221458519471",19.50,39,"None","","","","","S","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506221458519471",20.00,40,"None","","","","","S","",0,0,0,0,0,0,"","","","","","0","45",,"","HECO26"
"1506221458519471",20.50,41,"None","L","","","","GR","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506221458519471",21.00,42,"None","","","","","GR","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506221458519471",21.50,43,"SH01","PSSP6","L","","","S","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506221458519471",22.00,44,"PSSP6","L","","","","GR","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506221458519471",22.50,45,"CAFI","","","","","GR","",0,0,0,0,0,0,"","","","","","0","41",,"","PSSP6"
"1506221458519471",23.00,46,"ASTRA","","","","","ASTRA","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506221458519471",23.50,47,"CAFI","PHHO","","","","PHHO","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506221458519471",24.00,48,"CAFI","L","","","","GR","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506221458519471",24.50,49,"CAFI","PSSP6","L","","","GR","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506221458519471",25.00,50,"None","","","","","GR","",0,0,0,0,0,0,"","","","","","0","12",,"","CAFI"
"1506231032118803",0.50,1,"None","","","","","S","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506231032118803",1.00,2,"TOIN","","","","","S","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506231032118803",1.50,3,"None","","","","","S","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506231032118803",2.00,4,"None","","","","","S","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506231032118803",2.50,5,"None","WL","","","","S","",0,0,0,0,0,0,"","","","","","0","9",,"","CAFI"
"1506231032118803",3.00,6,"CAFI","","","","","S","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506231032118803",3.50,7,"None","","","","","S","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506231032118803",4.00,8,"None","","","","","S","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506231032118803",4.50,9,"HECO26","L","","","","S","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506231032118803",5.00,10,"ERBRB4","L","","","","S","",0,0,0,0,0,0,"","","","","","0","15",,"","ERBRB4"
"1506231032118803",5.50,11,"None","","","","","S","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506231032118803",6.00,12,"ACHY","L","","","","S","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506231032118803",6.50,13,"None","","","","","S","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506231032118803",7.00,14,"None","","","","","S","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506231032118803",7.50,15,"PSSP6","L","","","","S","",0,0,0,0,0,0,"","","","","","0","46",,"","PSSP6"
"1506231032118803",8.00,16,"None","","","","","S","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506231032118803",8.50,17,"HECO26","L","","","","S","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506231032118803",9.00,18,"CAFI","L","","","","S","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506231032118803",9.50,19,"CAFI","","","","","M","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506231032118803",10.00,20,"None","","","","","S","",0,0,0,0,0,0,"","","","","","0","4",,"","STRU3"
"1506231032118803",10.50,21,"None","L","","","","S","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506231032118803",11.00,22,"None","","","","","S","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506231032118803",11.50,23,"CAFI","","","","","S","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506231032118803",12.00,24,"CAFI","L","","","","S","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506231032118803",12.50,25,"CAFI","","","","","S","",0,0,0,0,0,0,"","","","","","0","22",,"","CAFI"
"1506231032118803",13.00,26,"CAFI","L","","","","S","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506231032118803",13.50,27,"None","","","","","S","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506231032118803",14.00,28,"CAFI","","","","","S","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506231032118803",14.50,29,"CAFI","L","","","","S","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506231032118803",15.00,30,"None","","","","","S","",0,0,0,0,0,0,"","","","","","0","41",,"","PSSP6"
"1506231032118803",15.50,31,"None","","","","","S","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506231032118803",16.00,32,"CAFI","","","","","S","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506231032118803",16.50,33,"CAFI","","","","","S","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506231032118803",17.00,34,"HECO26","CAFI","L","","","S","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506231032118803",17.50,35,"None","L","","","","S","",0,0,0,0,0,0,"","","","","","0","56",,"","ACHY"
"1506231032118803",18.00,36,"CAFI","","","","","S","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506231032118803",18.50,37,"CAFI","L","","","","S","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506231032118803",19.00,38,"None","","","","","S","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506231032118803",19.50,39,"CAFI","L","","","","S","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506231032118803",20.00,40,"CAFI","","","","","S","",0,0,0,0,0,0,"","","","","","27","19",,"CHVI8","CAFI"
"1506231032118803",20.50,41,"None","","","","","S","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506231032118803",21.00,42,"OPPO","","","","","S","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506231032118803",21.50,43,"OPPO","CAFI","L","","","S","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506231032118803",22.00,44,"YUGL","L","","","","S","",1,0,0,0,0,0,"","","","","","","",,"",""
"1506231032118803",22.50,45,"CAFI","L","","","","S","",0,0,0,0,0,0,"","","","","","0","35",,"","POSE"
"1506231032118803",23.00,46,"CHVI8","CAFI","","","","S","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506231032118803",23.50,47,"None","","","","","S","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506231032118803",24.00,48,"CAFI","","","","","CAFI","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506231032118803",24.50,49,"None","","","","","S","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506231032118803",25.00,50,"CAFI","","","","","S","",1,0,0,0,0,0,"","","","","","0","21",,"","PSLA3"
"1506231058271011",0.50,1,"ARNO4","BRRA2","L","","","S","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506231058271011",1.00,2,"BRRA2","ALAL3","","","","S","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506231058271011",1.50,3,"ARNO4","ALAL3","","","","D","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506231058271011",2.00,4,"BRRA2","ARNO4","","","","D","",0,1,0,0,0,0,"","","","","","","",,"",""
"1506231058271011",2.50,5,"BRRA2","L","","","","S","",0,0,0,0,0,0,"","","","","","8","36","S","ARNO4","POSE"
"1506231058271011",3.00,6,"BRRA2","L","","","","S","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506231058271011",3.50,7,"BRRA2","PG01","L","","","S","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506231058271011",4.00,8,"BRRA2","","","","","S","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506231058271011",4.50,9,"BRRA2","ARNO4","ALAL3","","","D","",0,1,0,0,0,0,"","","","","","","",,"",""
"1506231058271011",5.00,10,"BRRA2","","","","","BRRA2","",0,0,0,0,0,0,"","","","","","0","40",,"","BRRA2"
"1506231058271011",5.50,11,"BRRA2","ARNO4","","","","D","",0,1,0,0,0,0,"","","","","","","",,"",""
"1506231058271011",6.00,12,"BRRA2","L","","","","D","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506231058271011",6.50,13,"PG01","KOMA","L","","","S","",0,1,0,0,0,0,"","","","","","","",,"",""
"1506231058271011",7.00,14,"PG01","BRRA2","L","","","S","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506231058271011",7.50,15,"BRTE","L","","","","LC","",0,0,0,0,0,0,"","","","","","0","20",,"","BRRA2"
"1506231058271011",8.00,16,"BRRA2","AF01","DRABAAF","L","","S","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506231058271011",8.50,17,"POSE","BRTE","","","","LC","",1,0,0,0,0,0,"","","","","","","",,"",""
"1506231058271011",9.00,18,"ARNO4","ALAL3","","","","S","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506231058271011",9.50,19,"BRRA2","L","","","","D","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506231058271011",10.00,20,"POSE","L","","","","S","",0,0,0,0,0,0,"","","","","","36","19",,"ARNO4","PG01"
"1506231058271011",10.50,21,"PG01","","","","","S","",0,0,0,0,0,0,"","","","","",,,"S","",""
"1506231058271011",11.00,22,"ARNO4","L","","","","D","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506231058271011",11.50,23,"ARNO4","POSE","","","","D","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506231058271011",12.00,24,"ARNO4","POSE","","","","D","",0,1,0,0,0,0,"","","","","","","",,"",""
"1506231058271011",12.50,25,"ARNO4","","","","","D","",0,0,0,0,0,0,"","","","","","30","25","S","ARNO4","PG01"
"1506231058271011",13.00,26,"BRRA2","ALAL3","L","","","S","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506231058271011",13.50,27,"ALAL3","BRRA2","L","","","S","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506231058271011",14.00,28,"ARNO4","POSE","","","","D","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506231058271011",14.50,29,"EPBR3","","","","","S","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506231058271011",15.00,30,"ARNO4","BRRA2","","","","D","",0,0,0,0,0,0,"","","","","","30","38","S","ARNO4","PG01"
"1506231058271011",15.50,31,"PG01","ARNO4","L","","","D","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506231058271011",16.00,32,"BRRA2","ALAL3","L","","","S","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506231058271011",16.50,33,"ARNO4","POSE","","","","D","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506231058271011",17.00,34,"ALAL3","L","","","","S","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506231058271011",17.50,35,"ARNO4","PG01","POSE","","","POSE","",0,1,0,0,0,0,"","","","","","16","35","S","ARNO4","KOMA"
"1506231058271011",18.00,36,"ASTRAAF","PG01","","","","D","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506231058271011",18.50,37,"ALAL3","","","","","S","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506231058271011",19.00,38,"BRRA2","L","","","","S","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506231058271011",19.50,39,"PG01","L","","","","S","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506231058271011",20.00,40,"ARNO4","L","","","","D","",0,0,0,0,0,0,"","","","","","14","28",,"ARNO4","PG01"
"1506231058271011",20.50,41,"ALAL3","L","","","","S","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506231058271011",21.00,42,"ARNO4","PHHO","L","","","S","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506231058271011",21.50,43,"ARNO4","ALAL3","L","","","S","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506231058271011",22.00,44,"PG01","ALAL3","L","","","S","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506231058271011",22.50,45,"PG01","BRRA2","POSE","L","","S","",0,0,0,0,0,0,"","","","","","43","40","S","ARNO4","PG01"
"1506231058271011",23.00,46,"KOMA","L","","","","S","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506231058271011",23.50,47,"BRTE","","","","","S","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506231058271011",24.00,48,"ALAL3","L","","","","S","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506231058271011",24.50,49,"PG01","ARNO4","L","","","S","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506231058271011",25.00,50,"POSE","L","","","","S","",1,0,0,0,0,0,"","","","","","","",,"",""
"1506231124483523",0.50,1,"None","L","","","","S","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506231124483523",1.00,2,"CAFI","L","","","","S","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506231124483523",1.50,3,"None","","","","","M","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506231124483523",2.00,4,"CAFI","L","","","","S","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506231124483523",2.50,5,"None","","","","","S","",0,0,0,0,0,0,"","","","","","0","64",,"","HECO26"
"1506231124483523",3.00,6,"HECO26","ARTRW8","","","","S","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506231124483523",3.50,7,"HECO26","L","","","","S","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506231124483523",4.00,8,"HECO26","CAFI","L","","","S","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506231124483523",4.50,9,"CAFI","","","","","S","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506231124483523",5.00,10,"HECO26","CAFI","L","","","S","",0,0,0,0,0,0,"","","","","","0","51",,"","HECO26"
"1506231124483523",5.50,11,"ARTRW8","","","","","ARTRW8","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506231124483523",6.00,12,"HECO26","L","","","","S","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506231124483523",6.50,13,"CAFI","L","","","","S","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506231124483523",7.00,14,"None","","","","","S","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506231124483523",7.50,15,"ARTRW8","","","","","S","",1,0,0,0,0,0,"","","","","","25","52","S","ARTRW8","HECO26"
"1506231124483523",8.00,16,"None","","","","","S","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506231124483523",8.50,17,"POSE","","","","","S","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506231124483523",9.00,18,"None","","","","","S","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506231124483523",9.50,19,"HECO26","POSE","CAFI","L","","S","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506231124483523",10.00,20,"DEPI","HECO26","L","","","S","",0,0,0,0,0,0,"","","","","","23","72","S","ARTRW8","HECO26"
"1506231124483523",10.50,21,"PLPA2","","","","","S","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506231124483523",11.00,22,"HECO26","CAFI","","","","S","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506231124483523",11.50,23,"CAFI","L","","","","S","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506231124483523",12.00,24,"HECO26","CAFI","","","","S","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506231124483523",12.50,25,"None","","","","","S","",0,0,0,0,0,0,"","","","","","0","55",,"","HECO26"
"1506231124483523",13.00,26,"HECO26","L","","","","S","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506231124483523",13.50,27,"HECO26","CAFI","","","","S","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506231124483523",14.00,28,"ARTRW8","CAFI","L","","","S","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506231124483523",14.50,29,"CAFI","","","","","S","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506231124483523",15.00,30,"CAFI","L","","","","S","",1,0,0,0,0,0,"","","","","","0","20",,"","CAFI"
"1506231124483523",15.50,31,"CAFI","L","","","","S","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506231124483523",16.00,32,"None","WL","","","","S","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506231124483523",16.50,33,"HECO26","CAFI","L","","","S","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506231124483523",17.00,34,"CAFI","","","","","M","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506231124483523",17.50,35,"CAFI","L","","","","S","",0,0,0,0,0,0,"","","","","","12","22",,"OPPO","BOGR2"
"1506231124483523",18.00,36,"CAFI","L","","","","S","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506231124483523",18.50,37,"ARTRW8","CAFI","L","","","S","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506231124483523",19.00,38,"CAFI","L","","","","S","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506231124483523",19.50,39,"BOGR2","OPPO","L","","","S","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506231124483523",20.00,40,"CAFI","","","","","S","",0,0,0,0,0,0,"","","","","","19","55",,"OPPO","HECO26"
"1506231124483523",20.50,41,"None","","","","","S","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506231124483523",21.00,42,"HECO26","","","","","S","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506231124483523",21.50,43,"HECO26","ARTRW8","","","","S","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506231124483523",22.00,44,"HECO26","","","","L","S","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506231124483523",22.50,45,"ARTRW8","","","","","ARTRW8","",0,0,0,0,0,0,"","","","","","23","34","S","ARTRW8","HECO26"
"1506231124483523",23.00,46,"HECO26","CAFI","L","","","S","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506231124483523",23.50,47,"HECO26","","","","","S","",0,0,0,0,0,0,"","","","","","","",,"",""
"1506231124483523",24.00,48,"None","","","","","GR","",0,0,0,0,0,0,"","","","","","","",,"",""
