"SiteKey","PlotKey","DateModified","PlotID","genericPlot","EstablishDate","State","County","Directions","AvgPrecip","AvgPrecipUOM","EcolSite","EcolSiteMLRA","EcolSiteSubMLRA","EcolSiteNum","EcolSiteState","Soil","ParentMaterial","Slope","Aspect","ESD_SlopeShape","LandscapeType","LandscapeTypeSecondary","MgtUnit","GPSCoordSys","Datum","Zone","Easting","Northing","Elevation","ElevationType","RecentWeatherPast12","RecentWeatherPrevious12","DisturbWildfire","DisturbRodents","DisturbMammals","DisturbWater","DisturbWind","DisturbWaterSoilDep","DisturbWindSoilDep","DisturbUndgroundUtils","DisturbOverhdTransLines","DisturbOther","DisturbOtherDesc","WildlifeUse","MgtHistory","OffsiteInfluences","Comments","SpeciesList","DensityList","MapUnitComponent","SoilPhase","Unused3","Unused4","ESD_MLRA","ESD_CRA","Unused5","ESD_Region","ESD_Investigators","ESD_Bedrock","Unused6","ESD_MajorLandform","ESD_ComponentLandform","HillslopeType","ESD_GeomorphicComp","ESD_RunIn_RunOff","ESD_SlopeComplexity","Unused7","Unused8","Unused9","Unused10","Unused11","ESD_LitterClass","ESD_BiologicalCrustClass","Unused12","Unused13","Unused14","Unused15","Unused16","Unused17","Unused18","Unused19","Unused20","ESD_Series","ESD_ParticleSizeClass","ESD_Mineralogy","ESD_SoilTempRegime","ESD_DepthClass","ESD_Subgroup","ESD_Greatgroup","ESD_Reaction","ESD_SoilMoistureRegime","ESD_CationExchangeActivityClass","ESD_Epipedon","ESD_Subsurface_features","ESD_Depth_to_root_horizon","ESD_Type_root_horizon","ESD_Horizon_notes","ESD_TrackingID","Unused21","Unused22","EcolSite_Assoc1","EcolSite_Assoc2","EcolSite_Assoc3","EcolSite_Similar1","EcolSite_Similar2","EcolSite_Similar3","EcolSite_Notes","EcolSite_Lookup1","EcolSite_Lookup2","EcolSite_Lookup3","EcolSite_Text1","EcolSite_Text2","EcolSite_Text3","ESD_RecentWeatherPast12","ESD_ErosionPatternClass","Unused23","Unused24","Longitude","Latitude","CoordLabel1","CoordDistance1","Longitude1","Latitude1","Easting1","Northing1","CoordLabel2","CoordDistance2","Longitude2","Latitude2","Easting2","Northing2","CoordLabel3","CoordDistance3","Longitude3","Latitude3","Easting3","Northing3"
"1509171056263824","150706151723401",9/3/2015 14:26:38,"GSG_ShalLoam10_14_1",0,7/6/2015 0:00:00,"WY","Fremont","From Sweetwater Station, north on hwy 135. Turn right (northeast) onto BLM2301 (sign for Cedar Rim Rd). Travel approx. 2.5 miles to 2-track on right side (SE), 2-track network expansive, one along the power line was found to be reliable for accessing close proximity to the site.",307.29,"mm","R034AY322WY","R034","AY","322","WY","142","Sandstone/shale",10.00,"158","LV","Hills/Mountains*","Shoulder","Allotment","UTM","NAD 83","12N",734920.11,4727865.15,2148.04,1,"Wet","Normal",0,1,1,1,0,0,0,0,0,0,,"Abundant small mammal burrows, ungulate scat and cow paddies observed on plot.","No evidence of any particular active management strategies.","Power line nearby.","There is a serious network of faint 2-tracks in the area- possibly for recreational use.","ACHNA;ACHY;AF01;AF02;AF03;AF04;ALAL3;ALLIU;ANRO2;ARABI2;ARCA13;ARFR4;ARHO4;ARSO2;ARTRW8;ASTRA;ASTRAPF;BAIN;BROMU;BRTE;CAFI;CANU3;CAREX;CASTI2;CHVI8;COPA3;COUM;CREPI;CRIN4;CRMO4;DRABA;ELEL5;EPBR3;ERICA2;ERIGE2;GUSA2;HECO26;JUSC2;KOMA;LERE7;LIPU11;MINU;OPPO;ORFA;PEHU;PF01;PF02;PF03;PF04;PF05;PF06;PF07;PF08;PF09;PF10;PF11;PF12;PF13;PF14;PF15;PG01;PG02;PG03;PG04;PG05;PG06;PG07;PG08;PHHO;PHLO2;PHMU3;PIFL2;POSE;PSSPI;PSSPS;PUTR2;RICEP;SPCO;STAR10;TAOF;TECA2;TRDU;TRGY;VIAMM3;ERIGE2PF;ALLIUPF;ARABI2PF;",,"Diamondville-Forelle",,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,"Diamondville-Forelle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-108.13,42.66,,,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00
"1509171058416364","1507070944219164",11/4/2015 16:15:57,"GSG_Sand10_14_2",0,7/7/2015 0:00:00,"WY","Fremont","From hwy 287/789, turn SW onto BLM 2302 (Hudson/Atlantic City Rd). Pass Antelope Springs Reservoir and travel for approx 2.5 miles before turning left (east) onto the 2-track shown as a solid line on the BLM surface management map (NOT RANCH RD). Park 1-2 miles in at spot closest to plot along road.",312.78,"mm","R034AY350WY","R034","AY","350","WY","169","calcareous alluvium derived from sandstone",3.00,"97","LC","Hills/Mountains*","Backslope","Allotment","UTM","NAD 83","12N",722726.99,4713588.83,2053.81,1,"Wet","Normal",0,1,1,0,0,0,0,0,0,0,,"A birds nest with six large, broken eggshells was found in a large sagebrush. The eggs were about the same size as chicken eggs and just as white. The location is ~5 meters southeast of the 5.0m mark of transect Line 2. See Notes for photo numbers.","No obvious signs of active management treatments.","A dirt road lies ~700m south of the plot. A north-south fenceline lies ~30m west of the plot. Herds of cattle were visible from the plot.","Other signs of wildlife include small mammal burrows, antelope or deer scat, and rabbit scat. Cattle scat also occurred on plot.","ACHNA;ACHY;AF01;AF02;AF03;AF04;ALAL3;ALLIU;ANRO2;ANTEN;ARABI2;ARCA13;ARFR4;ARHO4;ARSO2;ARTRW8;ASTRA;ASTRAAF;ASTRAPF;BAIN;BROMU;BRTE;CAFI;CALOCPF;CANU3;CAREX;CAREXPF;CAST4;CASTI2;CASTI2PF;CHVI8;COPA3;COUM;CREPI;CRIN4;CRMO4;CRYPTAF;DELPHPF;DRABA;DRABAAF;ELEL5;EPBR3;ERICA2;ERIGE2;ERIOGPF;GILIAAF;GUSA2;HECO26;JUSC2;KOMA;LEPTO22AF;LERE7;LIPU11;LUPINPF;MENTZAF;MINU;OPPO;ORFA;PEHU;PF01;PF02;PF03;PF04;PF05;PF06;PF07;PF08;PF09;PF10;PF11;PF12;PF13;PF14;PF15;PF16;PF17;PF18;PF201;PF206;PF232;PF233;PF27;PF30;PG01;PG02;PG03;PG04;PG05;PG06;PG07;PG08;PHHO;PHLO2;PHMU3;PIFL2;POSE;PPGG;PSSPI;PSSPS;PUTR2;RICEP;SPCO;STAR10;TAOF;TECA2;TRDU;TRGY;VIAMM3;PG15;PG202;","","Rock River",,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,"Rock River-Rock River-Forelle complex",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-108.28,42.54,,,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00
"1509171143193853","1507091035121292",9/14/2015 17:07:27,"GSG_ShalLoam10_14_3",0,7/9/2015 0:00:00,"WY","Fremont","Traveling South on HWy28, near South Pass/Atlantic City, turn left (South) onto BLM 515 and continue a few miles until approx. 250m from plot. Plot is west of road past snow fences.",411.71,"mm","R034AY362WY","R034","AY","362","WY","166","granite",14.00,"134","LC","Hills/Mountains*","Shoulder","Allotment","UTM","NAD 83","12N",682850.07,4707038.68,2529.53,1,"Normal","Normal",0,1,1,0,0,0,0,0,0,0,,"Ungulate scat and cow paddies present on plot.","No obvious signs of active management in recent history.","Snow fences just east of plot. Powerline and 2-track between fences and plot. Hole (possibly mining claim) Just outside of plot at the end of line #1.
Site is also within close range of  many historic sites and recreation  areas (south pass area).","Some serious ant activity.","ACHNA;ACHY;AF01;AF02;AF03;AF04;AF06;AF07;ALAL3;ALCE2;ALLIU;ANRO2;ANTEN;ARABI2;ARAR8;ARCA13;ARFR4;ARHO4;ARSO2;ARTRW8;ASTRA;ASTRAPF;ASTRAPP;BAIN;BROMU;BRTE;CAFI;CANU3;CAREX;CAST4;CASTI2;CASTI2PF;CHVI8;COPA3;COUM;CRAC2;CRACA;CREPI;CRIN4;CRMO4;CYMOP2PF;DRABA;ELEL5;EPBR3;ERCA8;ERCO5;ERICA2;ERIGE2;ERIGE2PF;ERUM;GADI2;GUSA2;HECO26;JUSC2;KOMA;LERE7;LESE17;LIPU11;LUARA11;LUARA5;LUPINPF;MINU;OPPO;ORFA;PEHU;PF01;PF02;PF03;PF04;PF05;PF06;PF07;PF08;PF09;PF10;PF11;PF12;PF13;PF14;PF15;PF16;PF17;PF18;PF19;PF20;PF21;PF24;PF25;PF27;PF28;PG01;PG02;PG03;PG04;PG05;PG06;PG07;PG08;PG09;PG10;PHHO;PHLO2;PHMU3;PIFL2;POFE;POSE;PPGG;PSSPI;PSSPS;PUTR2;RICEP;SELA;SPCO;STAC;STAR10;TAOF;TECA2;TRDU;TRGY;VIAMM3;DESCUAF;","","Irigul",,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,"Irigul-Midelight-rock outcrop association",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-108.77,42.49,,,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00
"1507091503268729","1507091505144307",9/17/2015 15:42:12,"LFO_Loam10_14_1",0,7/9/2015 0:00:00,"WY","Fremont","From the Lander Field Office, head South on N 10th St/W Main St. Continue straight onto WY-28 W for 17 miles. Turn left onto Dickinson Ave towards Atlantic City for 1.5 miles. Turn left onto Atlantic City Rd for 2.5 miles. Continue onto E Main St. Turn left onto S Dexter Ave. Stay left onto Riverview Cutoff. Continue on Riverview Cutoff until it turns into Three Forks Road (2317) heading south out of Atlantic City. Continue South for about 22 miles, keeping on Three Forks Road at all intersections and crossing the Sweetwater River bridge after about 10 miles. At the 4-way intersection with Red Creek Road (2319), continue straight on Three Forks Road for about 2 more miles. Walk about 3,000 feet North to plot. Be aware that this route passes through a staked mining claim (dated 2008 on claim note), though there was no evidence of active mining (nor what the claim was for) as of July 2015.",292.20,"mm","R034AY322WY","R034","AY","322","WY","171","slope alluvium derived from sandstone",5.00,"45","LL","Fan Piedmont","",,"UTM","NAD 83","12N",712984.46,4686185.05,2172.23,1,"Normal","Normal",0,0,1,0,0,0,0,0,0,1,"Mining claim","Frequent horse tracks and dung.  Cow dung observed. High amount of antelope urine and presence also observed.",,"A mining claim (picket with associated Claim Paper in tube) was passed about 2200 feet to southeast on way to plot by foot.",,"ARTRW8;MAGR2;PSSP6;ARHO4;CAFI;SH01;ARFR4;POSE;HECO26;ASTRA;PHHO;SPCO;OPPO;KRLA2;BRTE;CRYPT;ACHY;LAOC3;ALDE;PLPA2;PF02;VUOC;BOGR2;PF03;ELLA3;PF08;PF09;CHVI8;YUGLG2;PSLA3;PF10;PF11;LUPIN;TECA2;PPSH;ERNA10;PG01;PHPU12;PG03;PF28;COUM;PF13;ZIGAD;PF15;PENSTP;ELEL5;ZIVE;LUPINP;CRYPTP;ASTRAP;AF01;AF02;PG04;AF03;AG01;SATR12;HEPE;ARCA13;YUGL;CHGL13;ARPE6;PF30;STRU3;MATA2;OEPA;ASTRAA;ERIOGP;PF05;ERIOGA;AF08;ALLE7;CRYPTA;DEPI;MEAL6;PG07;LEAR6;PPGG;ERIGE2PF;MACA2;PG08;PF54;PF55;AF12;PF56;CASTI2PF;AF05;","","Lymanson",,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,"Lymanson-Abston-Gelkie association, hilly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-108.41,42.29,,,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00
"1509171143193853","1507100935406128",9/14/2015 14:12:38,"GSG_ShalLoam10_14_2",0,7/10/2015 0:00:00,"WY","Fremont","From Atlantic City, travel southeast on BLM #22. Take a left on BLM #511/Lewiston Rd. Turn onto 2-track near Strawberry Creek Pony Express Station. Continue 1 mile; site will be ~150m north of road.",368.13,"mm","R034AY362WY","R034","AY","362","WY","166","Schist",6.00,"152","LV","Terrace**","Tread","Allotment","UTM","NAD 83","12N",703272.15,4702325.40,2271.44,1,"Normal","Normal",0,1,1,0,1,0,0,0,0,0,,"Pronghorn seen frequently during plot visit. Ungulate scat and old cow paddies observed. Small burrows and some larger mammal (badger?) dens as well.","No evidence of active range management.","Road (old oregon trail) ~150m south.","Plot is within trails corridor, and only ~150 m from Oregon Trail. Also appears to be mineral exploration (small pits) and mining claim stakes throughout the general vicinity."," PF20;ACHNA;ACHY;AF01;AF02;AF03;AF04;AF08;ALAL3;ALLIU;ANRO2;ANTEN;ARABI2;ARAR8;ARCA13;ARFR4;ARGL;ARHO4;ARSO2;ARTRW8;ASTRA;ASTRAPF;BAIN;BROMU;BRTE;CAFI;CANU3;CAREX;CAST4;CASTI2;CHVI8;COPA3;COUM;CREPI;CRIN4;CRMO4;CRYPTAF;DRABA;ELEL5;ELLAL;EPBR3;ERICA2;ERIGE2;EROV;ERUM;GADI2;GUSA2;HECO26;JUSC2;KOMA;LEARA2;LERE7;LESE17;LIPU11;LUPINPF;MINU;OPPO;ORFA;PASM;PEHU;PESI;PF01;PF02;PF03;PF04;PF05;PF06;PF07;PF08;PF09;PF10;PF11;PF12;PF13;PF14;PF15;PF16;PF17;PF18;PF19;PF20;PF23;PF27;PF30;PG01;PG02;PG03;PG04;PG05;PG06;PG07;PG08;PG09;PG11;PG12;PG13;PG14;PG15;PG16;PHHO;PHLO2;PHMU3;PIFL2;POFE;POSE;PPGG;PSSPI;PSSPS;PUTR2;RICEP;SELA;SPCO;STAC;STAR10;TAOF;TECA2;TRDU;TRGY;VIAMM3;CRYPT;ERIGE2PF;CASTI2PF;SOLIDAF;OENOTAF;ERIOGPF;ANTENPF;","","Irigul",,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,"Irigul-Midelight-rock outcrop association, rolling",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-108.52,42.44,,,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00
"1507101315529783","1507101317212969",9/17/2015 15:44:13,"LFO_Sand10_14_1",0,7/10/2015 0:00:00,"WY","Fremont","From the Lander Field Office, head South on N 10th St/W Main St. Continue straight onto WY-28 W for 17 miles towards Atlantic City. Turn left onto Dickinson Ave for 1.5 miles. Turn left onto Atlantic City Rd for 2.5 miles. Continue onto E Main St. Turn left onto S Dexter Ave. Stay left onto Riverview Cutoff. Continue on Riverview Cutoff until it turns into Three Forks Road (2317) heading south out of Atlantic City. Continue South for about 22 miles, keeping on Three Forks Road at all intersections and crossing the Sweetwater River bridge after about 10 miles. At 4-way intersection with Red Creek Road (2319), continue straight on Three Forks for about 6 more miles. Walk about 1,700 feet East to plot. Wooden posts running approximately East/West may be used as guides towards site. ",275.25,"mm","R034AY350WY","R034","AY","350","WY","140","residuum weathered from sandstone",3.00,"34","LL","Flat Plain","",,"UTM","NAD 83","12N",719368.59,4687029.33,2143.16,1,"Normal","Normal",0,0,1,0,0,0,0,0,0,0,,"Cow trail crosses plot.  Antelope prevalent in area. Many badger holes observed in area.",,,"There is a wooden post at about 24 meters from plot center at about 258 degree.  It is one of a line of posts running east/west and occurring mayve every 1/8 mile.","ARTRW8;MAGR2;PSSP6;ARHO4;CAFI;SH01;ARFR4;POSE;HECO26;ASTRA;PHHO;SPCO;OPPO;KRLA2;BRTE;CRYPT;ACHY;LAOC3;ALDE;PLPA2;PF02;VUOC;BOGR2;PF03;ELLA3;PF08;PF09;CHVI8;YUGLG2;PSLA3;PF10;PF11;LUPIN;TECA2;PPSH;ERNA10;PG01;PHPU12;PG03;PF28;COUM;PF13;ZIGAD;PF15;PENSTP;ELEL5;ZIVE;LUPINP;CRYPTP;ASTRAP;AF01;AF02;PG04;AF03;AG01;SATR12;HEPE;ARCA13;YUGL;CHGL13;ARPE6;PF30;STRU3;MATA2;OEPA;ASTRAA;ERIOGP;PF05;ERIOGA;AF08;ALLE7;CRYPTA;DEPI;MEAL6;PG07;LEAR6;PPGG;PF54;PPFF;PF22;ACCO22;SH03;ERIGE2PF;MACA2;ERIOGPF;SH04;PF56;","","Cushool",,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,"Cushool-Rock River association,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-108.33,42.30,,,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00
"1507101315529783","1507110739489097",9/17/2015 15:44:27,"LFO_Sand10_14_4",0,7/11/2015 0:00:00,"WY","Fremont","From the Lander Field Office, head South on N 10th St/W Main St. Continue straight onto WY-28 W. After about 9 miles from town, turn left to stay on US-287 S. Continue on US-287 S for 31 miles. Turn right onto Bison Basin Road (281), and continue for about about 9.5 miles. Walk West to plot about 3,330 feet.",300.90,"mm","R034AY350WY","R034","AY","350","WY","138","Slope alluvium derived from sandstone",0.01,"276","CL","Hills/Mountains*","Backslope",,"UTM","NAD 83","12N",731512.78,4700290.41,2202.03,1,"Normal","Normal",0,0,1,0,0,0,0,0,0,0,,"Evidence of cattle, badgers, and antelope.",,"Drainage about 50 meters west.",,"ARNO4;ARTRW8;CHVI8;PHPU12;PHHO;ARHO4;PF54;ELLA3;ELEL5;CAFI;PF57;OPPO;POSE;PSSP6;PG09;PPSH;HECO26;PPGG;POFE;AF12;PG10;AF13;LUPINPF;PF55;AF14;CASTI2PF;ERIOGAF;PF58;ARFR4;ERIOGPF;DELPHPF;PF60;ANTENPF;","","Cushool",,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,"Cragosen-Bosler-Cushool association",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-108.18,42.42,,,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00
"1507101315529783","1507120751391455",9/17/2015 15:45:54,"LFO_ShalSand10_14_5",0,7/12/2015 0:00:00,"WY","Fremont","From the Lander Field Office, head South on N 10th St/W Main St. Continue straight onto WY-28 W. After about 9 miles from town, turn left to stay on US-287 S. Continue on US-287 S for 31 miles. Turn right onto Bison Basin Road (281) and continue to the junction with the Continental Divide Trail (a 2 track road here). Turn right and continue along the CDT (periodically marked with stakes and signs) about 4 miles, passing a trail kiosk in a wooden exclosure on the left and crossing Alkaki Wash. About a mile after the wash take a faint fork to the right off the CDT. (Beware wet conditions which could make this route impassible). After about 2/3 miles on this road, come to the top a small ridge and look for a very faint road to the left. Follow this down the ridge and up a hill to where it fades to nothing at a bench in less than 1/2 mile. Walk about 2,000 feet NW to plot.",284.90,"mm","R034AY350WY","R034","AY","350","WY","169","calcareous alluvium derived from sandstone",5.00,"112","VC","Hills/Mountains*","Backslope",,"UTM","NAD 83","12N",723976.17,4696357.75,2098.63,1,"Wet","Normal",0,0,1,0,0,0,0,0,0,0,,"Active sheep grazing.  Sheep/cattle trail through plot.  Evidence of horses, elk, and antelope.",,"Drainage to southeast of plot.",,"ARNO4;ARTRW8;CHVI8;PHPU12;PHHO;ARHO4;PF54;ELLA3;ELEL5;CAFI;PF57;OPPO;POSE;PSSP6;PG09;PPSH;HECO26;PPGG;POFE;AF12;PG10;ACHY;MACA2;ACCO22;LUPINPF;CASTI2PF;PENSTPF;ERIOGPF;PG11;PF61;PF62;PF55;PF63;PF64;ARPE6;AF14;PF58;PG12;PF60;ORLUL2;","","Rock River and similar soils",,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,"Luhon-Rock River-Forelle complex, undulating",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-108.27,42.38,,,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00
"1507091503268729","1507121608251563",9/17/2015 15:45:18,"LFO_ShalLoam10_14_3",0,7/12/2015 0:00:00,"WY","Fremont","From the Lander Field Office, head South on N 10th St/W Main St. Continue straight onto WY-28 W. After about 9 miles from town, turn left to stay on US-287 S. Continue on US-287 S for 31 miles. Turn right onto Bison Basin Road (281) for about 4.5 miles South of the Seminoe cutoff of the Oregon Trail to a big turn to the East. Turn right onto a two track road for about 2 miles. Here the road interects the Seminoe cutoff of the Oregon Trail. Turn left onto the Oregon Trail and continue about 2.5 miles, crossing Alkali Wash (beware in wet weather). This route crosses about 1/3 mile of private land but as it is the historic trail route, access should not be a problem. Walk about 1,700 ft North to plot, taking care to park on public lands. There is a tall metal pole near the plot center and this can serve as a useful guide in relocating plot center.",296.18,"mm","R034AY322WY","R034","AY","322","WY","169","Sedimentary rock",12.00,"25","CC","Fan Piedmont","",,"UTM","NAD 83","12N",725039.67,4704626.42,2025.14,1,"Wet","Normal",0,0,1,0,0,0,0,1,0,1,"Oil pad","Cattle grazing nearby, many badger holes.","The area appears to have undergone restoration, including reseeding following use as an oil pad.  There is a meral post at approximately 110 degrees from plot center which reads ""May Petrolium"" and lists the elevation at 6690 feet.",,"Reseeding is evidenced by the presence of western wheat grass.","ARNO4;ARTRW8;CHVI8;PHPU12;PHHO;ARHO4;PF54;ELLA3;ELEL5;CAFI;PF57;OPPO;POSE;PSSP6;PG09;PPSH;HECO26;PPGG;POFE;AF12;PG10;ACHY;AGCR;AGDE2;AGFR;ERNA10;PASM;PF55;AF14;PG12;LUPINPF;CASTI2PF;PF66;MACA2;","","Forelle",,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,"Luhon-Rock River-Forelle complex",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-108.26,42.46,,,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00
"1507101315529783","1507131320404156",9/17/2015 15:45:10,"LFO_ShalLoam10_14_1",0,7/13/2015 0:00:00,"WY","Fremont","From the Lander Field Office, head South on N 10th St/W Main St. Continue straight onto WY-28 W. After about 9 miles from town, turn left to stay on US-287 S. Continue on US-287 S for about 30 miles to Sweetwater Station. From Sweetwater Station drive East about 3 miles. Turn left onto a road that is paved for the first few hundred feet. Continue up this road a little over a mile to a pipeline. Walk about 350 feet downhill to plot.",271.13,"mm","R034AY350WY","R034","AY","350","WY","140","alluvium derived from mixed",15.00,"308","CC","Hills/Mountains*","Backslope",,"UTM","NAD 83","12N",737056.80,4715176.42,1999.02,1,"Wet","Normal",0,1,1,1,0,1,0,1,0,0,,"Evidence of cattle throughout site,  several small mammal holes.",,"Pipeline adjacent to site running southeast to northwest. Road uphill from site, from which arises a severe gully, which has deposited significant material onto site, including several glass bottles.","Harvester ant mounds present on site but not along transects.","ARNO4;ARTRW8;CHVI8;PHPU12;PHHO;ARHO4;PF54;ELLA3;ELEL5;CAFI;PF57;OPPO;POSE;PSSP6;PG09;PPSH;HECO26;PPGG;POFE;AF12;PG10;ACHY;AGCR;AGDE2;AGFR;ERNA10;PASM;KRLA2;ARFR4;KOMA;LEAR6;MAGR2;MACA2;OEPA;PF61;ERIOGPF;PF60;PF55;PF67;PF68;ASTRAPF;SPCO;ELAL7;","","Rock River and similar soils",,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,"Cushool-Rock River association",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-108.11,42.55,,,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00
"1507120750138883","1507140749276314",9/18/2015 10:13:03,"LFO_ShalSand10_14_3",0,7/14/2015 0:00:00,"WY","Fremont","From the Lander Field Office, head South on N 10th St/W Main St. Continue straight onto WY-28 W. After about 9 miles from town, turn left to stay on US-287 S. Continue on US-287 S for about 49 miles to Jeffery City. From Jeffery City, continue for about 6 miles and turn right at Green Mountain Road (2411) . Drive about 5 miles South on 2411 towards Green Mountain Campground. At vague diagonal 4-way with a faint 2-track, make a sharp left and continue about 1/4 mile to a lush wash where the road fades out. Walk about 3,300 ft East to plot over a ridge (look for cow path along fenceline to North for easiest ascent.",266.10,"mm","R034AY366WY","R034","AY","366","WY","117","Colluvium derived from sandstone",33.00,"176","VV","Hills/Mountains*","Shoulder",,"UTM","NAD 83","12N",772338.64,4701349.95,1992.30,1,"Wet","Normal",0,0,1,0,0,0,0,0,0,0,,"Evidence of cattle in area; antelope scat, elk sighted near plot, grouse also seen.",,,"Harvester ant mounds in plot but not along transect lines.","ARNO4;ARTRW8;CHVI8;PHPU12;PHHO;ARHO4;PF54;ELLA3;ELEL5;CAFI;PF57;OPPO;POSE;PSSP6;PG09;PPSH;HECO26;PPGG;POFE;AF12;PG10;ACHY;MAGR2;PF69;ELAL7;PF70;LELU;PPFF;ARFR4;COUMP;GUSA2;GACO5;PF71;ARPUF;PF72;EUBR;PSLA3;DEPI;PF73;PF74;PG13;CHDO;KOMA;SPCO;LILE3;RHTR;PF75;PF76;PF77;PF78;PF79;CRYPTPF;AF15;OESU3;","","Blackhall",,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,"Blackhall-Carmody association,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-107.69,42.41,,,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00
"150917105703116","1507161135361115",9/18/2015 10:01:46,"GSG_Loam15_19_2",0,7/16/2015 0:00:00,"WY","Fremont","*Access road is through TNC property- must obtain permission from Lander office. We also stopped by the office of the property manager at TNC's Red Canyon Ranch (John). 

Travelling south on Red Canyon Rd., turn right (SW) at Red Canyon Ranch sign. Two-track that goes through double gate continues up through state land and then onto BLM, and directly to site. Plot is approx. 200m north of road.",324.32,"mm","R043BY322WY","R043","BY","322","WY","15","colluvium and/or residuum derived from limestone",20.00,"75","LL","Hills/Mountains*","Backslope","Allotment","UTM","NAD 83","12N",690352.84,4724388.26,1949.55,1,"Normal","Normal",1,0,1,0,0,0,0,0,0,0,,"Cattle and ungulate scat occurred on the plot. Pronghorn observed around plot area during visit. Many forbs and shrubs show signs of grazing.",,"An infrequently-traveled 2-track lies ~200m south of the plot.","Charcoaled shrub bases were observed on the plot, indicating a fire at some point in the past (~5-10 years ago). These shrubs were occasionally hit on LPI and represented as PPSH.","SOLIDAF;ANTENPF;CAREXPG;DESCUAF;LOMATPF;PG202;ACHNAPG;OESU3;","","Farlow",,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,"Farlow-Duncom association",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-108.67,42.64,,,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00
